officerNumber,firstName,middleName,lastName,rank,workStatus,endDate,sex,race,hireDate,bureau,district,windowsUsername,employeeType,supervisorOfficerNumber
420,Sheila,F,Weber,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,1988-06-19,MSB - Management Service Bureau,NULL,6557,Non-Commissioned,NULL
419,Scottie,N,Lockman,POLICE COMPLAINT OPERATOR,Terminated,2000-09-24,F,Black / African American,1998-07-19,MSB - Management Service Bureau,NULL,9361,Non-Commissioned,NULL
418,Carlie,N,Lindgren,POLICE COMPLAINT OPERATOR,Terminated,1997-12-05,F,Black / African American,1985-07-08,NULL,NULL,7172,Non-Commissioned,NULL
417,Nathanial,F,Cronin,POLICE DISPATCHER,Terminated,NULL,F,Black / African American,2005-08-07,FOB - Field Operations Bureau,NULL,18115,Non-Commissioned,356
416,Halle,P,Considine,POLICE COMPLAINT OPERATOR,Terminated,2003-04-20,F,Black / African American,2003-03-23,MSB - Management Service Bureau,NULL,15365,Non-Commissioned,NULL
415,Serenity,L,Walsh,POLICE COMPLAINT OPERATOR,Terminated,1998-01-16,F,Black / African American,1988-01-25,NULL,NULL,6337,Non-Commissioned,NULL
414,Jennifer,O,Yost,POLICE COMPLAINT OPERATOR,Retired,2000-10-08,F,Black / African American,1972-01-31,MSB - Management Service Bureau,NULL,6595,Non-Commissioned,NULL
413,Jackie,N,Kassulke,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2009-11-08,MSB - Management Service Bureau,NULL,20405,Non-Commissioned,NULL
412,Retta,C,Koepp,POLICE COMPLAINT OPERATOR,Retired,2008-04-27,F,Black / African American,1984-03-05,MSB - Management Service Bureau,NULL,5599,Non-Commissioned,NULL
411,Arno,O,Torphy,POLICE COMPLAINT OPERATOR,Retired,2006-07-09,F,Black / African American,1976-06-09,MSB - Management Service Bureau,NULL,7855,Non-Commissioned,NULL
410,Kacey,J,Hickle,POLICE COMPLAINT OPERATOR,Terminated,NULL,M,Black / African American,2009-07-19,FOB - Field Operations Bureau,NULL,20170,Non-Commissioned,356
409,Jonathan,F,MacGyver,POLICE COMPLAINT OPERATOR,Terminated,2008-05-11,F,Black / African American,2008-03-02,MSB - Management Service Bureau,NULL,19106,Non-Commissioned,NULL
408,Dessie,S,Wunsch,POLICE COMPLAINT OPERATOR,Terminated,1999-10-24,F,Black / African American,1979-03-12,MSB - Management Service Bureau,NULL,9024,Commissioned,NULL
407,Shemar,D,Robel,POLICE COMPLAINT OPERATOR,Terminated,2002-10-20,F,Black / African American,1999-12-05,MSB - Management Service Bureau,NULL,11621,Non-Commissioned,NULL
406,Carmen,C,Champlin,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2009-07-19,MSB - Management Service Bureau,NULL,20184,Non-Commissioned,NULL
405,Bennett,Y,Murazik,POLICE COMPLAINT OPERATOR,Terminated,2000-09-24,F,Black / African American,2000-05-21,MSB - Management Service Bureau,NULL,12049,Non-Commissioned,NULL
404,Diamond,T,Olson,POLICE COMPLAINT OPERATOR,Terminated,2007-06-10,F,Black / African American,2007-01-07,MSB - Management Service Bureau,NULL,18412,Non-Commissioned,NULL
403,Robb,J,Grant,POLICE COMPLAINT OPERATOR,Terminated,2007-07-08,F,Black / African American,2003-12-28,MSB - Management Service Bureau,NULL,16309,Non-Commissioned,NULL
402,Kellen,Q,Schoen,POLICE COMPLAINT OPERATOR,Terminated,NULL,F,Black / African American,2004-03-07,FOB - Field Operations Bureau,NULL,16429,Non-Commissioned,356
401,Chanel,C,Larkin,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,1991-06-23,MSB - Management Service Bureau,NULL,9490,Non-Commissioned,NULL
400,Maximus,B,Rempel,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,2004-02-22,MSB - Management Service Bureau,NULL,16383,Non-Commissioned,NULL
399,Alanna,J,Rempel,POLICE COMPLAINT OPERATOR,Terminated,1999-01-12,F,Black / African American,1998-07-05,NULL,NULL,8332,Non-Commissioned,NULL
398,Chaim,T,Marvin,POLICE COMPLAINT OPERATOR,Terminated,1999-07-18,F,Black / African American,1999-06-20,MSB - Management Service Bureau,NULL,10894,Non-Commissioned,NULL
397,Louisa,D,Blanda,POLICE COMPLAINT OPERATOR,Terminated,NULL,F,Black / African American,2009-07-19,FOB - Field Operations Bureau,NULL,20178,Non-Commissioned,356
396,Odell,H,Zboncak,POLICE COMPLAINT OPERATOR,Terminated,2006-02-19,F,Black / African American,2005-07-10,MSB - Management Service Bureau,NULL,18047,Non-Commissioned,NULL
395,Alf,C,Marvin,POLICE COMPLAINT OPERATOR,Deceased,2013-09-22,F,Black / African American,2000-04-23,FOB - Field Operations Bureau,NULL,11908,Non-Commissioned,356
394,Coby,B,Schaefer,POLICE COMPLAINT OPERATOR,Retired,2002-03-10,F,Black / African American,1968-05-06,MSB - Management Service Bureau,NULL,6655,Non-Commissioned,NULL
393,Rosalind,Z,Yost,POLICE COMPLAINT OPERATOR,Terminated,2005-06-12,F,Black / African American,2003-12-14,MSB - Management Service Bureau,NULL,16280,Non-Commissioned,NULL
392,Mathias,S,Bartell,POLICE COMPLAINT OPERATOR,Terminated,1999-03-28,F,Black / African American,1998-11-08,MSB - Management Service Bureau,NULL,6993,Non-Commissioned,NULL
391,Imani,B,Nader,POLICE COMPLAINT OPERATOR,Terminated,2013-06-16,F,Black / African American,2009-11-08,FOB - Field Operations Bureau,NULL,20406,Non-Commissioned,356
390,Joanny,Z,Emard,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,2004-12-26,MSB - Management Service Bureau,NULL,17430,Non-Commissioned,NULL
389,Octavia,G,Hilll,POLICE COMPLAINT OPERATOR,Terminated,1999-10-10,F,Black / African American,1997-06-01,MSB - Management Service Bureau,NULL,7465,Commissioned,NULL
388,Retha,I,Heathcote,POLICE COMPLAINT OPERATOR,Terminated,2008-12-21,F,Black / African American,2008-08-10,MSB - Management Service Bureau,NULL,19450,Non-Commissioned,NULL
387,Queenie,L,McCullough,POLICE COMPLAINT OPERATOR,Terminated,1997-05-24,F,Black / African American,1994-09-25,NULL,NULL,9877,Non-Commissioned,NULL
386,Kelsie,C,Kovacek,POLICE COMPLAINT OPERATOR,Terminated,2006-09-17,M,Black / African American,2003-06-08,MSB - Management Service Bureau,NULL,15789,Non-Commissioned,NULL
385,Grayce,Y,Beahan,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2009-07-19,MSB - Management Service Bureau,NULL,20172,Non-Commissioned,NULL
384,Eden,F,Skiles,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2009-07-19,MSB - Management Service Bureau,NULL,20190,Non-Commissioned,NULL
383,America,T,Bahringer,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,2004-02-08,MSB - Management Service Bureau,NULL,16384,Non-Commissioned,NULL
382,Estevan,R,Dach,POLICE COMPLAINT OPERATOR,Retired,2003-01-12,F,Black / African American,1970-02-17,MSB - Management Service Bureau,NULL,7206,Non-Commissioned,NULL
381,Pansy,X,Walsh,POLICE COMPLAINT OPERATOR,Terminated,1998-09-08,F,Black / African American,1998-06-14,NULL,NULL,7584,Non-Commissioned,NULL
380,Rosalinda,V,Hauck,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2009-07-19,MSB - Management Service Bureau,NULL,20185,Non-Commissioned,NULL
379,Sylvia,L,Pagac,POLICE COMPLAINT OPERATOR,Terminated,NULL,F,Black / African American,2007-03-04,FOB - Field Operations Bureau,NULL,18472,Non-Commissioned,356
378,Alberto,I,Weber,POLICE COMPLAINT OPERATOR,Terminated,2012-05-06,F,Black / African American,2009-07-19,FOB - Field Operations Bureau,NULL,20171,Non-Commissioned,NULL
377,Cory,A,Ferry,POLICE COMPLAINT OPERATOR,Terminated,2003-04-20,F,Black / African American,2002-04-21,MSB - Management Service Bureau,NULL,14326,Non-Commissioned,NULL
376,Jayden,S,O'Conner,POLICE COMPLAINT OPERATOR,Terminated,2009-07-05,F,Black / African American,2001-05-27,MSB - Management Service Bureau,NULL,13377,Non-Commissioned,NULL
375,Nettie,H,Hilll,"POLICE DISPATCHER, RECRUIT",Terminated,NULL,F,Black / African American,2009-03-01,FOB - Field Operations Bureau,NULL,19822,Non-Commissioned,356
374,Cierra,T,Franecki,POLICE COMPLAINT OPERATOR,Terminated,2009-08-30,F,Black / African American,2007-08-05,MSB - Management Service Bureau,NULL,18784,Non-Commissioned,NULL
373,Eloy,K,Bauch,POLICE COMPLAINT OPERATOR,Terminated,2000-05-21,F,Black / African American,1999-06-20,MSB - Management Service Bureau,NULL,10893,Non-Commissioned,NULL
372,Sonia,K,Marks,POLICE COMPLAINT OPERATOR,Terminated,1997-04-10,F,Black / African American,1995-12-17,NULL,NULL,7686,Non-Commissioned,NULL
371,Gonzalo,F,Block,POLICE COMPLAINT OPERATOR,Terminated,2005-10-14,F,Black / African American,2005-05-01,MSB - Management Service Bureau,NULL,17629,Non-Commissioned,NULL
370,Manley,X,Hauck,POLICE COMPLAINT OPERATOR,Terminated,2008-11-23,F,Black / African American,2007-03-04,MSB - Management Service Bureau,NULL,18473,Non-Commissioned,NULL
369,Mya,C,Nolan,POLICE COMPLAINT OPERATOR,Terminated,2010-07-18,F,Black / African American,2005-05-31,MSB - Management Service Bureau,NULL,17660,Non-Commissioned,NULL
368,Blair,R,Dooley,POLICE COMPLAINT OPERATOR,Terminated,NULL,F,Black / African American,2007-03-18,FOB - Field Operations Bureau,NULL,18497,Non-Commissioned,356
367,Shad,E,Langworth,POLICE COMPLAINT OPERATOR,Terminated,2010-03-14,F,Black / African American,2007-09-30,MSB - Management Service Bureau,NULL,18901,Non-Commissioned,NULL
366,Laura,V,Doyle,POLICE COMMUNICATIONS SUPV,Terminated,NULL,F,Black / African American,1977-09-06,MSB - Management Service Bureau,NULL,6921,Non-Commissioned,356
365,Ernestine,T,Maggio,POLICE COMMUNICATIONS SUPV,Terminated,2005-10-14,F,Black / African American,1970-04-01,MSB - Management Service Bureau,NULL,7258,Non-Commissioned,NULL
364,Tressa,L,Schuster,POLICE COMMUNICATIONS SUPV,Retired,2007-11-11,F,Black / African American,1974-09-17,MSB - Management Service Bureau,NULL,6715,Non-Commissioned,NULL
363,Vita,A,Mayer,POLICE COMMUNICATIONS SUPV,Terminated,NULL,F,Black / African American,1982-12-13,FOB - Field Operations Bureau,NULL,8643,Non-Commissioned,356
362,Fausto,F,Kertzmann,POLICE COMMUNICATIONS SUPV,Terminated,NULL,F,Black / African American,1984-01-15,FOB - Field Operations Bureau,NULL,6850,Non-Commissioned,356
361,Nettie,B,Gorczany,Reserve Officers,Active,2014-01-12,M,White,1989-05-28,FOB - Field Operations Bureau,NULL,9768,Commissioned,2850
360,Sanford,U,Schneider,POLICE CAPTAIN,Retired,2009-06-07,M,White,1975-04-23,ISB - Investigations and Support Bureau,NULL,7878,Commissioned,NULL
359,Kaylah,H,Green,POLICE CAPTAIN,Retired,2008-08-03,M,White,1979-07-08,ISB - Investigations and Support Bureau,NULL,10322,Commissioned,NULL
358,Alvis,D,Raynor,POLICE CAPTAIN,Terminated,2015-04-05,F,White,1978-11-13,PIB - Public Integrity Bureau,NULL,8708,Commissioned,27
357,Katlynn,V,Schroeder,POLICE CAPTAIN,Retired,2008-02-03,M,White,1975-01-09,MSB - Management Service Bureau,NULL,9772,Commissioned,NULL
356,Florine,W,Weimann,POLICE CAPTAIN,Active,NULL,M,Black / African American,1985-08-04,PIB - Public Integrity Bureau,NULL,6419,Commissioned,694
355,Edwardo,D,Stiedemann,POLICE CAPTAIN,Deceased,2005-02-09,M,White,1969-08-11,Compliance Bureau,NULL,8443,Commissioned,NULL
354,Lilliana,T,Gutkowski,POLICE CAPTAIN,Retired,2012-01-15,F,White,1979-09-16,FOB - Field Operations Bureau,NULL,6727,Commissioned,NULL
353,Erna,Z,Langosh,POLICE CAPTAIN,Retired,2003-01-26,M,Black / African American,1975-05-12,FOB - Field Operations Bureau,Fourth District,8455,Commissioned,NULL
352,Scarlett,B,Kilback,POLICE CAPTAIN,Retired,2011-01-30,M,White,1969-08-25,ISB - Investigations and Support Bureau,NULL,10171,Commissioned,NULL
351,Bennett,V,Barrows,ASSISTANT SUPT OF POLICE,Terminated,2015-12-28,M,White,1974-11-21,FOB - Field Operations Bureau,NULL,8442,Commissioned,309
350,Estella,X,Huels,POLICE CAPTAIN,Terminated,2015-08-31,M,White,1990-04-22,FOB - Field Operations Bureau,NULL,10027,Commissioned,309
349,Liana,R,Watsica,POLICE CAPTAIN,Retired,1997-06-28,M,White,1965-01-18,NULL,NULL,8285,Commissioned,NULL
348,Adelbert,W,Runolfsdottir,ASSISTANT SUPT OF POLICE,Active,NULL,M,Black / African American,1983-10-02,ISB - Investigations and Support Bureau,NULL,9166,Commissioned,739
347,Josephine,D,Boyer,POLICE CAPTAIN,Retired,2012-09-23,M,White,1974-04-11,MSB - Management Service Bureau,NULL,6707,Commissioned,NULL
346,Giles,N,Hane,POLICE CAPTAIN,Retired,2004-12-26,M,Black / African American,1968-06-20,MSB - Management Service Bureau,NULL,9653,Commissioned,NULL
345,Rosella,L,Lynch,POLICE CAPTAIN,Retired,1999-06-05,M,White,1970-01-26,MSB - Management Service Bureau,NULL,8507,Commissioned,NULL
344,Kareem,B,Rippin,POLICE CAPTAIN,Retired,2002-12-01,M,White,1970-02-18,FOB - Field Operations Bureau,NULL,8390,Commissioned,NULL
343,Vincent,K,Ullrich,POLICE CAPTAIN,Retired,2013-06-02,M,White,1983-08-28,Office of the Superintendant,NULL,6820,Commissioned,NULL
342,Janie,L,Gusikowski,POLICE CAPTAIN,Terminated,2011-04-10,M,Black / African American,1994-05-22,MSB - Management Service Bureau,NULL,8164,Commissioned,NULL
341,Kadin,D,Aufderhar,POLICE CAPTAIN,Active,NULL,M,White,1980-06-22,ISB - Investigations and Support Bureau,NULL,6050,Commissioned,348
340,Carol,P,Green,COMPLIANCE MANAGER-Consent Dec,Active,2014-04-12,M,White,1981-09-27,Compliance Bureau,NULL,6274,Commissioned,743
339,Gussie,P,Hauck,POLICE CAPTAIN,Retired,2008-09-28,M,White,1982-01-03,Compliance Bureau,NULL,9775,Commissioned,NULL
338,Abbie,U,Erdman,Reserve Officers,Active,2005-05-01,M,White,1983-09-04,FOB - Field Operations Bureau,NULL,9967,Commissioned,NULL
337,Hilma,N,Will,POLICE CAPTAIN,Retired,2002-06-02,F,White,1976-08-05,Compliance Bureau,NULL,9604,Commissioned,NULL
336,Taurean,K,Hills,POLICE CAPTAIN,Retired,1998-07-18,M,White,1971-06-28,NULL,NULL,10285,Commissioned,NULL
335,Maximo,K,Weissnat,POLICE CAPTAIN,Terminated,2008-11-23,M,White,1987-07-26,ISB - Investigations and Support Bureau,NULL,6396,Commissioned,NULL
334,Roberto,Y,Predovic,POLICE CAPTAIN,Active,NULL,M,White,1993-05-30,ISB - Investigations and Support Bureau,NULL,8929,Commissioned,3410
333,Russ,G,Hilll,POLICE CAPTAIN,Retired,2003-12-14,M,White,1968-09-09,PIB - Public Integrity Bureau,NULL,9621,Commissioned,NULL
332,Bert,J,Keebler,POLICE CAPTAIN,Retired,2010-09-12,M,Black / African American,1980-08-03,MSB - Management Service Bureau,NULL,6101,Commissioned,NULL
331,Madilyn,T,Orn,POLICE CAPTAIN,Retired,2012-01-29,M,White,1978-03-20,PIB - Public Integrity Bureau,NULL,8999,Commissioned,NULL
330,Estevan,H,Dickens,ASSISTANT SUPT OF POLICE,Active,NULL,M,Black / African American,1984-06-11,MSB - Management Service Bureau,NULL,9325,Commissioned,739
329,Abdiel,B,Wisozk,POLICE CAPTAIN,Retired,2001-07-01,M,White,1969-09-08,NULL,NULL,6626,Commissioned,NULL
328,Julian,R,Carter,POLICE CAPTAIN,Terminated,2012-04-08,M,White,1985-02-24,MSB - Management Service Bureau,NULL,10279,Commissioned,NULL
327,Tiara,F,Rosenbaum,POLICE CAPTAIN,Terminated,2011-06-06,M,Black / African American,1985-05-26,ISB - Investigations and Support Bureau,NULL,7008,Commissioned,NULL
326,Calista,H,Murazik,POLICE CAPTAIN,Retired,2009-07-05,M,White,1954-07-01,MSB - Management Service Bureau,NULL,9412,Commissioned,NULL
325,Roy,O,Hegmann,Police Commander,Active,NULL,M,White,1974-01-11,ISB - Investigations and Support Bureau,NULL,10168,Commissioned,348
324,Reginald,V,Parisian,POLICE CAPTAIN,Retired,2001-10-21,M,White,1979-08-12,MSB - Management Service Bureau,NULL,9577,Non-Commissioned,NULL
323,Isabella,M,Kling,POLICE CAPTAIN,Terminated,2015-08-16,M,White,1978-02-06,MSB - Management Service Bureau,NULL,9624,Commissioned,30
322,Angelo,Y,West,POLICE CAPTAIN,Terminated,2015-06-29,F,White,1994-07-03,Compliance Bureau,NULL,10340,Commissioned,300
321,Kaya,G,Cummerata,Reserve Officers,Active,2012-05-20,M,White,1975-01-21,FOB - Field Operations Bureau,NULL,8519,Commissioned,NULL
320,Sophie,W,Dickens,POLICE CAPTAIN,Retired,2011-02-27,F,Black / African American,1984-05-06,MSB - Management Service Bureau,NULL,9844,Commissioned,NULL
319,Lyric,X,Zulauf,POLICE CAPTAIN,Retired,2010-08-29,M,White,1975-03-31,FOB - Field Operations Bureau,Third District,6690,Commissioned,NULL
318,May,Y,Rau,POLICE CAPTAIN,Retired,2012-07-01,M,White,1976-12-20,FOB - Field Operations Bureau,First District,9761,Commissioned,NULL
317,Jacynthe,U,Wolff,POLICE CAPTAIN,Terminated,NULL,M,White,1991-02-10,FOB - Field Operations Bureau,NULL,9431,Commissioned,300
316,Markus,E,Berge,POLICE CAPTAIN,Active,NULL,M,White,1969-10-01,FOB - Field Operations Bureau,NULL,8342,Commissioned,746
315,Kaylin,E,Lubowitz,POLICE CAPTAIN,Terminated,2014-06-03,M,White,1981-01-04,MSB - Management Service Bureau,NULL,6344,Commissioned,35
314,Stanford,F,Cummerata,POLICE CAPTAIN,Retired,2001-08-26,M,White,1964-10-12,NULL,NULL,10085,Commissioned,NULL
313,Amya,I,Schiller,POLICE CAPTAIN,Terminated,2005-12-11,M,White,1984-01-15,FOB - Field Operations Bureau,Third District,6343,Commissioned,NULL
312,Kaya,K,Kulas,POLICE CAPTAIN,Retired,2006-06-11,M,White,1972-08-28,ISB - Investigations and Support Bureau,NULL,7422,Commissioned,NULL
311,Wava,T,Kuhlman,POLICE CAPTAIN,Retired,2003-06-29,M,White,1971-09-07,Office of the Superintendant,NULL,9714,Commissioned,NULL
310,Adah,K,Bayer,POLICE CAPTAIN,Retired,2011-11-06,M,White,1983-02-20,MSB - Management Service Bureau,NULL,9952,Commissioned,NULL
309,Bradly,A,Senger,Police Commander,Active,NULL,M,Black / African American,1990-06-24,ISB - Investigations and Support Bureau,NULL,9940,Commissioned,348
308,Bell,K,Kunde,POLICE CAPTAIN,Retired,2008-03-02,M,White,1969-07-28,MSB - Management Service Bureau,NULL,7810,Commissioned,NULL
307,Renee,Y,Kulas,POLICE CAPTAIN,Retired,2007-09-29,M,White,1968-10-21,FOB - Field Operations Bureau,NULL,6682,Commissioned,NULL
306,Johnathon,G,Robel,POLICE CAPTAIN,Retired,2011-11-06,M,Black / African American,1977-08-29,MSB - Management Service Bureau,NULL,7390,Commissioned,NULL
305,Rachael,P,Kuhn,POLICE CAPTAIN,Retired,2001-07-01,M,White,1968-04-08,PIB - Public Integrity Bureau,NULL,7213,Commissioned,NULL
304,Corrine,Z,Gerhold,POLICE CAPTAIN,Retired,2006-06-11,F,White,1977-05-16,PIB - Public Integrity Bureau,NULL,9098,Commissioned,NULL
303,Pauline,E,Steuber,Reserve Officers,Terminated,2015-02-12,M,White,1982-09-26,FOB - Field Operations Bureau,NULL,8586,Commissioned,309
302,Lenora,T,Cassin,Reserve Officers,Terminated,2015-12-07,M,Black / African American,1975-10-16,NULL,NULL,9100,Commissioned,309
301,Kelvin,Y,Ondricka,POLICE CAPTAIN,Retired,2013-06-16,M,White,1983-05-15,ISB - Investigations and Support Bureau,NULL,10207,Commissioned,309
300,Tate,M,Friesen,MANAGEMENT DEV ANALYST II,Terminated,2014-03-09,F,Black / African American,1974-10-21,MSB - Management Service Bureau,NULL,10271,Commissioned,309
299,Americo,S,Thiel,POLICE CAPTAIN,Retired,2010-07-18,F,White,1985-02-03,MSB - Management Service Bureau,NULL,6080,Commissioned,NULL
298,Nigel,M,Bergnaum,POLICE CAPTAIN,Deceased,2003-11-30,M,White,1971-09-07,FOB - Field Operations Bureau,NULL,9691,Commissioned,NULL
297,Brody,B,Braun,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,8246,Non-Commissioned,NULL
296,Tyrel,I,Daugherty,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,7720,Non-Commissioned,NULL
295,Justina,J,Schimmel,DEFAULT,Terminated,1997-07-31,F,Asian / Pacific Islander,1997-06-08,NULL,NULL,7716,Non-Commissioned,NULL
294,Etha,U,Kuhlman,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,7086,Non-Commissioned,NULL
293,Marley,R,Runolfsson,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,8909,Non-Commissioned,NULL
292,Chelsey,W,Murphy,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,9401,Non-Commissioned,NULL
291,Russel,H,Kunze,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,9465,Non-Commissioned,NULL
290,Kylee,U,Rodriguez,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,6561,Non-Commissioned,NULL
289,Gay,E,Von,DEFAULT,Terminated,1998-07-31,F,Black / African American,1997-06-08,NULL,NULL,8191,Non-Commissioned,NULL
288,Arturo,A,Lowe,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,7709,Non-Commissioned,NULL
287,Virginia,A,Grant,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,10018,Non-Commissioned,NULL
286,Myrna,K,Connelly,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,6562,Non-Commissioned,NULL
285,Dejuan,R,Kemmer,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,9572,Non-Commissioned,NULL
284,Sabina,S,Wilkinson,POLICE CADET TRAINEE,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,9396,Non-Commissioned,NULL
283,Thurman,S,Russel,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,8362,Non-Commissioned,NULL
282,Magnus,J,Leuschke,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,7166,Non-Commissioned,NULL
281,Katelynn,Z,Pfannerstill,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,9449,Non-Commissioned,NULL
280,Makayla,D,Rath,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,8145,Non-Commissioned,NULL
279,Abelardo,F,Lynch,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,10360,Non-Commissioned,NULL
278,Beau,I,Gerhold,DEFAULT,Terminated,1997-07-31,M,Black / African American,1997-06-08,NULL,NULL,7702,Non-Commissioned,NULL
277,Jasen,L,Spencer,POLICE CADET TRAINEE,Terminated,1999-03-28,M,Black / African American,1997-06-08,FOB - Field Operations Bureau,NULL,8223,Non-Commissioned,NULL
276,Janis,V,Hyatt,DEFAULT,Terminated,1997-07-31,F,Black / African American,1997-06-08,NULL,NULL,9999,Non-Commissioned,NULL
275,Kaelyn,J,Zemlak,POLICE AIDE,Terminated,2008-07-06,M,Black / African American,2007-03-11,MSB - Management Service Bureau,NULL,18477,Non-Commissioned,NULL
274,Maritza,W,Baumbach,POLICE AIDE,Terminated,1997-09-10,F,Black / African American,1997-07-13,NULL,NULL,10062,Non-Commissioned,NULL
273,Carley,A,Nader,POLICE AIDE,Terminated,1997-06-07,M,White,1997-06-01,NULL,NULL,7075,Non-Commissioned,NULL
272,Casper,S,Gleason,POLICE AIDE,Terminated,2008-11-09,F,Black / African American,1996-10-06,MSB - Management Service Bureau,NULL,3849,Non-Commissioned,NULL
271,Cletus,N,Brakus,POLICE AIDE,Terminated,2007-09-02,F,Black / African American,2007-03-04,MSB - Management Service Bureau,NULL,18459,Non-Commissioned,NULL
270,Floy,R,Murray,POLICE AIDE,Terminated,2009-04-12,F,Black / African American,2008-08-17,MSB - Management Service Bureau,NULL,19444,Non-Commissioned,NULL
269,Neha,A,Nikolaus,POLICE AIDE,Terminated,2000-01-02,M,White,1998-04-26,FOB - Field Operations Bureau,NULL,6181,Commissioned,NULL
268,Vella,X,Deckow,POLICE AIDE,Terminated,2009-02-01,M,Black / African American,2008-08-17,NULL,NULL,19473,Non-Commissioned,NULL
267,Caleb,X,Stamm,POLICE AIDE,Terminated,1997-06-21,M,White,1997-06-15,NULL,NULL,7801,Non-Commissioned,NULL
266,Felipa,E,Price,POLICE AIDE,Terminated,2008-09-14,F,Black / African American,2007-09-02,MSB - Management Service Bureau,NULL,18800,Non-Commissioned,NULL
265,Maiya,V,Runolfsson,CRIMINALIST 3,Active,NULL,M,Black / African American,1981-10-18,ISB - Investigations and Support Bureau,NULL,7180,Commissioned,1522
264,Fay,J,Purdy,POLICE AIDE,Terminated,2009-04-12,M,Black / African American,2007-04-08,NULL,NULL,18530,Non-Commissioned,NULL
263,Fabiola,V,Klocko,POLICE AIDE,Terminated,2009-06-07,M,Black / African American,2008-08-17,FOB - Field Operations Bureau,NULL,19472,Non-Commissioned,NULL
262,Orpha,I,Watsica,POLICE AIDE,Terminated,2010-08-15,F,Black / African American,2008-02-10,MSB - Management Service Bureau,NULL,19052,Non-Commissioned,NULL
261,Reuben,Y,Bailey,POLICE AIDE,Terminated,2009-09-13,M,White,2007-07-22,MSB - Management Service Bureau,NULL,18762,Non-Commissioned,NULL
260,Sofia,C,Schumm,POLICE AIDE,Terminated,2008-11-09,M,Black / African American,2008-01-20,FOB - Field Operations Bureau,NULL,19024,Non-Commissioned,NULL
259,Orland,Y,Langosh,PERSONNEL DIVISION CHIEF,Retired,2000-09-24,F,White,1970-03-02,MSB - Management Service Bureau,NULL,9494,Non-Commissioned,NULL
258,Robert,G,Smith,OFFICE SUPPORT SPECIALIST,Retired,2005-05-01,F,Black / African American,1987-08-10,ISB - Investigations and Support Bureau,NULL,6580,Non-Commissioned,NULL
257,Claudine,W,Toy,OFFICE SUPPORT SPECIALIST,Terminated,2014-01-26,F,Black / African American,1983-06-06,MSB - Management Service Bureau,NULL,8019,Non-Commissioned,48
256,Virginie,Y,Kovacek,OFFICE SUPPORT SPECIALIST,Active,NULL,F,Black / African American,1974-02-18,MSB - Management Service Bureau,NULL,7910,Commissioned,6072
255,Audie,V,Buckridge,SR OFFICE SUPPORT SPECIALIST,Active,NULL,F,Black / African American,1981-12-07,PIB - Public Integrity Bureau,NULL,3596,Non-Commissioned,694
254,Burdette,H,Flatley,ADMIN SUPPORT SUPERVISOR I,Active,NULL,F,Black / African American,1988-02-01,FOB - Field Operations Bureau,Eighth District,4576,Non-Commissioned,3595
253,Dagmar,V,Streich,OFFICE SUPPORT SPECIALIST,Terminated,2002-10-06,F,Black / African American,1996-06-09,MSB - Management Service Bureau,NULL,9274,Non-Commissioned,NULL
252,Amira,P,Rowe,OFFICE SUPPORT SPECIALIST,Retired,2007-07-08,F,Black / African American,1977-12-27,Office of the Superintendant,NULL,6244,Non-Commissioned,NULL
